act_ch,block_size,offset,rmv_object_nuc,block_size_cyto,offset_cyto,global_ther,rmv_object_cyto,rmv_object_cyto_small
2,101,-9.068614607318564e-05,0.19,41,-0.005734145944947259,0.43,0.99,0.11
