act_ch,block_size,offset,rmv_object_nuc,block_size_cyto,offset_cyto,global_ther,rmv_object_cyto,rmv_object_cyto_small,memory_reduction
2,21,-0.000281280696115964,0.17,9,-8.610179989521958e-05,0.3,0.99,0.31,1
