act_ch,block_size,offset,rmv_object_nuc,block_size_cyto,offset_cyto,global_ther,rmv_object_cyto,rmv_object_cyto_small,memory_reduction
1,59,-0.0002303695760816,0.07,35,-0.0005182100164881271,0.25,0.97,0.16,1
