act_ch,block_size,offset,rmv_object_nuc,block_size_cyto,offset_cyto,global_ther,rmv_object_cyto,rmv_object_cyto_small,memory_reduction
1,59,-0.0009,0.07,47,0.0005157638759529688,0.42,0.9,0.26,1
