act_ch,block_size,offset,rmv_object_nuc,block_size_cyto,offset_cyto,global_ther,rmv_object_cyto,rmv_object_cyto_small,memory_reduction
2,59,-0.0003471368187045281,0.1,13,-0.0030930618923014374,0.3,0.99,0.16,1
